N;F0;PER;d0;v0;collision
6;-5;0.490000;8840000;43;0
4;-5;0.270000;5026000;82;0
3;-3;0.380000;4240000;11;0
3;-7;0.490000;5738000;10;0
6;-3;0.380000;8822000;69;0
4;-3;0.490000;7857000;68;0
7;-4;0.470000;6558000;40;0
4;-7;0.410000;6301000;61;0
3;-4;0.430000;7010000;16;0
8;-8;0.320000;7599000;35;0
8;-6;0.320000;7416000;65;0
4;-2;0.410000;5726000;68;0
5;-4;0.470000;7837000;53;0
7;-8;0.280000;7282000;88;0
4;-2;0.470000;7269000;60;0
7;-7;0.420000;6833000;31;0
6;-7;0.350000;4049000;12;0
6;-6;0.460000;5583000;10;0
5;-3;0.240000;4271000;89;0
3;-6;0.250000;8900000;67;0
6;-5;0.330000;4258000;48;0
3;-3;0.320000;4714000;56;0
5;-5;0.390000;6899000;83;1
4;-7;0.240000;8128000;89;0
7;-2;0.220000;7019000;32;0
3;-5;0.460000;8872000;58;0
3;-1;0.200000;8002000;32;0
5;-8;0.390000;7811000;34;0
4;-6;0.350000;8489000;22;0
4;-1;0.200000;7220000;28;0
4;-6;0.330000;4855000;84;0
6;-2;0.390000;7219000;81;0
4;-6;0.290000;4912000;38;0
5;-6;0.310000;5265000;12;0
8;-4;0.310000;7564000;81;0
7;-8;0.380000;4933000;78;1
6;-8;0.200000;7752000;38;0
7;-5;0.230000;8096000;11;0
3;-3;0.400000;6775000;36;0
3;-4;0.490000;6979000;46;0
4;-3;0.260000;4570000;68;0
5;-4;0.390000;7194000;44;0
5;-4;0.430000;8845000;46;0
3;-7;0.310000;8355000;48;0
3;-3;0.200000;8902000;67;0
4;-5;0.480000;6618000;10;0
6;-6;0.310000;6785000;40;0
6;-2;0.490000;8141000;75;0
6;-3;0.450000;8612000;12;0
3;-7;0.290000;7169000;47;0
3;-5;0.300000;4497000;37;0
4;-7;0.410000;8307000;64;0
7;-3;0.360000;8736000;40;0
3;-7;0.260000;8960000;37;0
6;-6;0.240000;4563000;56;0
5;-5;0.400000;6950000;13;0
5;-4;0.350000;5099000;80;1
8;-1;0.470000;8550000;46;0
7;-8;0.340000;4746000;84;0
4;-4;0.410000;4623000;41;0
7;-7;0.430000;7636000;65;1
6;-8;0.230000;4546000;19;0
8;-7;0.430000;4743000;43;0
8;-8;0.260000;4885000;72;0
6;-7;0.330000;6678000;77;1
5;-5;0.390000;8810000;62;0
6;-7;0.460000;5995000;88;0
8;-3;0.240000;4688000;87;0
3;-2;0.320000;5445000;10;0
3;-8;0.290000;5765000;56;0
4;-7;0.380000;6554000;19;0
8;-5;0.420000;7596000;68;1
6;-5;0.480000;4946000;64;1
3;-4;0.290000;4580000;70;0
6;-7;0.270000;5562000;30;0
8;-8;0.210000;7197000;18;0
6;-7;0.390000;8409000;83;0
3;-2;0.370000;4022000;22;0
4;-6;0.260000;7117000;81;0
4;-6;0.390000;4727000;17;0
5;-5;0.370000;8237000;18;0
3;-7;0.380000;5550000;87;0
7;-2;0.290000;6663000;50;0
5;-7;0.310000;4485000;23;0
8;-3;0.380000;8581000;16;0
7;-8;0.250000;5372000;87;0
8;-8;0.430000;4249000;43;0
5;-8;0.240000;7103000;29;0
4;-6;0.240000;8604000;54;0
4;-4;0.350000;7847000;24;0
7;-5;0.440000;8430000;16;0
8;-6;0.210000;5422000;45;0
4;-8;0.210000;5222000;73;0
6;-5;0.330000;7828000;89;0
3;-6;0.490000;7523000;35;0
3;-4;0.280000;6023000;22;0
5;-8;0.230000;6465000;78;0
5;-3;0.410000;5574000;46;0
6;-2;0.300000;4969000;39;0
5;-1;0.390000;8272000;82;0
8;-5;0.330000;8004000;23;0
4;-3;0.330000;7431000;70;0
8;-2;0.270000;4267000;69;0
4;-5;0.360000;5085000;73;1
5;-6;0.340000;6655000;26;0
4;-6;0.230000;6851000;23;0
8;-8;0.470000;7901000;85;1
8;-3;0.380000;6528000;89;0
3;-6;0.480000;5768000;84;1
4;-3;0.460000;7349000;38;0
7;-8;0.370000;8649000;12;0
7;-5;0.350000;4455000;42;0
4;-5;0.290000;4216000;63;0
6;-2;0.270000;5004000;53;0
4;-3;0.420000;7954000;82;0
5;-3;0.420000;7557000;20;0
5;-3;0.380000;5113000;54;0
6;-6;0.420000;4270000;56;1
8;-7;0.450000;7514000;11;0
8;-6;0.490000;8741000;71;1
8;-4;0.220000;6995000;80;0
7;-3;0.300000;7383000;61;0
7;-8;0.220000;8706000;36;0
5;-6;0.460000;4379000;75;0
6;-2;0.390000;8700000;74;0
3;-5;0.490000;7023000;38;0
7;-7;0.230000;6372000;24;0
6;-3;0.210000;7769000;86;0
7;-8;0.320000;4479000;56;0
8;-6;0.250000;4017000;66;0
8;-3;0.410000;8693000;51;0
3;-4;0.330000;7140000;84;0
6;-8;0.240000;8436000;19;0
8;-6;0.460000;4145000;67;1
6;-8;0.460000;8556000;74;0
8;-8;0.240000;4750000;33;0
4;-8;0.310000;6757000;88;0
3;-5;0.450000;8998000;82;0
5;-1;0.330000;4553000;21;0
5;-3;0.290000;5223000;48;0
7;-7;0.360000;6823000;81;0
8;-5;0.370000;5871000;67;0
4;-8;0.280000;4457000;30;0
7;-8;0.410000;7081000;86;1
3;-6;0.460000;8558000;37;0
6;-4;0.390000;7685000;64;0
5;-5;0.390000;4609000;31;0
5;-6;0.260000;8864000;62;0
4;-4;0.370000;5205000;50;0
4;-5;0.400000;8030000;23;0
6;-7;0.400000;7452000;70;1
5;-3;0.300000;5175000;28;0
7;-8;0.450000;5620000;17;0
4;-7;0.380000;5349000;38;0
7;-8;0.340000;8340000;55;0
3;-7;0.270000;8054000;75;0
3;-8;0.410000;7829000;30;0
6;-7;0.230000;8135000;70;0
7;-6;0.430000;5452000;72;1
3;-3;0.460000;6183000;67;0
4;-7;0.350000;6763000;46;0
8;-2;0.350000;8704000;14;0
7;-4;0.420000;5875000;80;0
3;-4;0.200000;6663000;56;0
3;-1;0.250000;5598000;87;0
3;-4;0.440000;5803000;71;0
6;-6;0.360000;8653000;31;0
8;-4;0.470000;5356000;80;1
7;-5;0.450000;8671000;30;0
4;-5;0.280000;6483000;70;0
7;-4;0.370000;6874000;51;0
7;-4;0.300000;6604000;72;0
7;-7;0.300000;6224000;10;0
8;-6;0.320000;6733000;34;0
5;-1;0.410000;5036000;38;0
6;-7;0.370000;5716000;26;0
8;-5;0.270000;7827000;70;0
3;-7;0.270000;4736000;37;0
4;-3;0.200000;6976000;18;0
5;-7;0.330000;6718000;12;0
5;-6;0.290000;7359000;79;0
8;-5;0.340000;6523000;41;0
4;-7;0.340000;6350000;30;0
5;-2;0.470000;6269000;35;0
8;-8;0.430000;6934000;63;0
6;-8;0.490000;6811000;19;0
8;-8;0.250000;4338000;80;0
7;-6;0.250000;6667000;69;0
4;-5;0.230000;7657000;30;0
5;-3;0.450000;6286000;61;0
4;-7;0.480000;6992000;56;0
5;-5;0.240000;7284000;48;0
6;-3;0.360000;7182000;53;0
7;-6;0.350000;6084000;36;0
5;-2;0.280000;8313000;57;0
7;-5;0.310000;8862000;81;0
6;-8;0.240000;8583000;62;0
3;-7;0.270000;4146000;87;0
4;-5;0.310000;8068000;37;0
3;-5;0.440000;8205000;53;0
8;-5;0.220000;6875000;11;0
7;-3;0.220000;4201000;41;0
7;-5;0.470000;4863000;40;0
5;-2;0.420000;5328000;17;0
4;-8;0.340000;8958000;20;0
7;-5;0.470000;4086000;76;1
7;-4;0.450000;5082000;37;0
5;-8;0.410000;5152000;71;0
3;-3;0.370000;5805000;59;0
6;-2;0.330000;6495000;46;0
8;-2;0.410000;7050000;78;0
3;-2;0.240000;4518000;17;0
4;-8;0.480000;8830000;42;0
6;-2;0.240000;5825000;71;0
4;-4;0.390000;4216000;28;0
4;-6;0.380000;6505000;17;0
3;-1;0.320000;8750000;38;0
3;-5;0.220000;6859000;57;0
6;-2;0.410000;8958000;88;0
8;-2;0.200000;7254000;25;0
4;-4;0.200000;4571000;14;0
7;-6;0.300000;6262000;23;0
3;-6;0.380000;5773000;39;0
3;-6;0.260000;6330000;17;0
5;-7;0.300000;7770000;48;1
5;-2;0.310000;7611000;78;0
4;-8;0.290000;8976000;60;0
3;-5;0.420000;4094000;36;0
8;-2;0.380000;6699000;31;0
3;-2;0.380000;6299000;88;0
4;-3;0.250000;5566000;39;0
5;-4;0.470000;4188000;30;0
3;-2;0.230000;6954000;62;0
6;-1;0.270000;5703000;81;0
3;-7;0.380000;4516000;29;0
8;-4;0.430000;5963000;60;0
6;-6;0.390000;5852000;43;0
4;-4;0.440000;4827000;34;0
6;-5;0.370000;6049000;40;0
3;-7;0.310000;5213000;68;0
3;-3;0.200000;8314000;47;0
7;-5;0.370000;6984000;72;0
3;-8;0.250000;6476000;74;0
5;-5;0.340000;6672000;44;0
3;-7;0.300000;4864000;72;0
7;-8;0.320000;7678000;45;0
3;-5;0.240000;6502000;60;0
4;-6;0.210000;7670000;71;0
5;-3;0.340000;5311000;47;0
7;-2;0.480000;5262000;52;0
7;-7;0.260000;8759000;80;0
5;-3;0.370000;5242000;38;0
8;-5;0.260000;5658000;87;0
8;-4;0.280000;8684000;71;0
8;-7;0.370000;4467000;34;0
3;-5;0.220000;5322000;59;0
4;-7;0.330000;4157000;87;0
6;-4;0.290000;7115000;63;0
6;-3;0.490000;4823000;87;1
3;-3;0.400000;8248000;40;0
5;-3;0.300000;6353000;59;0
8;-2;0.380000;4239000;40;0
8;-7;0.320000;8776000;11;0
8;-6;0.300000;4373000;69;0
6;-8;0.370000;6174000;33;0
5;-8;0.250000;5276000;13;0
3;-6;0.200000;8412000;40;0
5;-2;0.310000;4936000;39;0
3;-8;0.270000;8088000;66;0
5;-5;0.470000;7308000;36;0
5;-1;0.250000;4815000;88;0
8;-3;0.210000;7984000;35;0
7;-2;0.210000;5290000;64;0
3;-8;0.370000;5955000;25;0
3;-5;0.430000;7527000;58;1
7;-2;0.350000;5579000;29;0
5;-2;0.370000;8410000;82;0
5;-2;0.200000;6231000;82;0
3;-4;0.440000;8091000;68;0
5;-8;0.230000;4279000;67;0
7;-3;0.310000;5042000;70;0
7;-3;0.250000;4784000;11;0
5;-6;0.450000;4226000;71;0
8;-5;0.490000;5853000;72;1
8;-5;0.420000;8093000;13;0
6;-3;0.360000;7632000;23;0
7;-7;0.210000;5800000;37;0
5;-2;0.410000;8141000;80;0
5;-1;0.450000;4746000;41;0
8;-8;0.390000;4486000;62;0
4;-4;0.480000;7775000;25;0
7;-8;0.440000;5359000;19;0
3;-5;0.460000;8591000;15;0
5;-4;0.390000;8286000;35;0
5;-7;0.350000;6490000;23;0
3;-1;0.310000;4648000;11;0
8;-8;0.240000;6886000;71;0
3;-3;0.240000;6673000;60;0
4;-7;0.490000;5057000;31;0
3;-7;0.310000;5383000;71;0
7;-2;0.400000;8669000;35;0
4;-2;0.340000;5906000;16;0
6;-7;0.410000;5619000;82;0
3;-7;0.400000;7696000;20;0
4;-5;0.280000;4901000;73;0
3;-2;0.250000;6033000;44;0
3;-3;0.410000;6916000;16;0
6;-2;0.430000;7450000;80;0
6;-5;0.460000;7983000;64;0
7;-2;0.280000;5210000;32;0
6;-4;0.360000;8348000;50;0
8;-7;0.290000;7282000;27;0
6;-7;0.400000;8370000;43;0
6;-8;0.230000;8547000;33;0
5;-5;0.480000;7691000;87;1
8;-1;0.370000;8294000;67;0
5;-6;0.350000;6978000;38;0
6;-5;0.300000;5142000;26;0
7;-2;0.350000;6587000;16;0
5;-6;0.280000;8821000;77;0
7;-5;0.370000;7090000;40;0
3;-8;0.300000;4352000;62;0
3;-7;0.440000;8894000;85;1
3;-2;0.270000;8053000;59;0
6;-6;0.490000;6082000;16;0
8;-2;0.490000;5691000;74;0
8;-2;0.490000;7785000;52;0
3;-6;0.300000;7222000;86;0
3;-5;0.470000;8807000;13;0
7;-2;0.460000;7116000;43;0
5;-6;0.480000;5342000;78;1
3;-4;0.370000;5325000;64;0
5;-8;0.260000;5929000;44;0
3;-3;0.330000;5584000;29;0
8;-6;0.480000;6254000;70;1
8;-7;0.200000;6591000;56;0
7;-2;0.210000;6403000;86;0
5;-8;0.360000;7048000;46;0
3;-3;0.380000;5093000;30;0
7;-6;0.230000;8457000;15;0
4;-8;0.210000;4036000;33;0
8;-7;0.310000;4085000;73;0
7;-1;0.240000;8220000;61;0
4;-2;0.400000;8678000;50;0
5;-7;0.440000;5123000;81;1
7;-8;0.340000;8245000;61;0
3;-5;0.430000;8852000;13;0
4;-5;0.200000;7498000;11;0
3;-7;0.380000;4091000;58;0
4;-2;0.250000;6062000;60;0
4;-2;0.230000;4937000;82;0
3;-2;0.360000;7571000;18;0
6;-3;0.230000;6866000;89;0
3;-6;0.320000;7665000;13;0
7;-1;0.230000;5479000;52;0
6;-2;0.480000;4663000;28;0
7;-6;0.430000;5090000;43;0
8;-7;0.370000;4256000;71;1
7;-6;0.220000;5504000;78;1
7;-3;0.370000;8861000;10;0
7;-5;0.260000;4254000;58;0
7;-6;0.470000;6791000;71;1
3;-5;0.440000;8149000;13;0
3;-5;0.340000;6266000;73;0
3;-5;0.220000;6836000;12;0
3;-3;0.270000;5387000;61;0
7;-3;0.280000;5013000;79;0
5;-6;0.270000;7085000;16;0
3;-5;0.230000;7775000;84;0
8;-3;0.410000;4370000;51;0
5;-2;0.390000;5329000;11;0
4;-7;0.410000;8591000;87;0
3;-7;0.260000;7126000;42;0
5;-6;0.400000;4590000;48;0
5;-8;0.460000;6738000;33;0
5;-3;0.260000;8441000;16;0
4;-3;0.330000;4662000;68;0
4;-3;0.350000;5354000;22;0
3;-2;0.310000;8144000;68;0
8;-4;0.210000;8157000;14;0
4;-5;0.210000;7961000;83;0
6;-3;0.430000;4082000;34;0
6;-5;0.390000;8968000;57;0
6;-7;0.350000;6342000;41;0
8;-5;0.350000;7842000;65;0
5;-5;0.310000;5033000;78;0
8;-8;0.400000;7923000;19;0
6;-3;0.210000;4661000;82;0
5;-6;0.410000;7372000;66;0
3;-2;0.490000;5645000;30;0
8;-2;0.380000;6212000;48;0
6;-8;0.250000;7396000;86;0
5;-3;0.490000;4273000;32;0
8;-1;0.270000;7346000;78;0
4;-4;0.260000;8760000;61;0
4;-6;0.480000;7361000;11;0
4;-2;0.480000;6609000;47;0
5;-4;0.200000;7728000;38;0
7;-2;0.230000;8270000;62;0
8;-6;0.220000;7471000;18;0
7;-8;0.230000;4775000;47;0
3;-7;0.490000;4822000;28;0
7;-3;0.420000;4549000;49;0
6;-2;0.400000;5963000;72;0
7;-3;0.440000;4879000;62;0
8;-4;0.360000;8723000;37;0
7;-2;0.210000;8784000;57;0
5;-4;0.370000;4264000;47;0
4;-4;0.390000;7474000;42;0
4;-3;0.300000;6097000;46;0
3;-8;0.250000;8187000;16;0
3;-3;0.270000;5801000;18;0
6;-4;0.280000;4000000;13;0
3;-7;0.480000;4205000;78;1
7;-5;0.220000;8167000;81;0
3;-4;0.290000;4958000;46;0
3;-5;0.300000;8983000;31;0
8;-3;0.400000;5281000;18;0
3;-1;0.300000;7820000;45;0
5;-2;0.450000;6155000;16;0
6;-6;0.390000;8409000;77;0
8;-7;0.220000;8141000;84;0
6;-6;0.480000;4933000;61;1
4;-5;0.400000;6056000;25;0
3;-7;0.300000;8982000;74;0
8;-2;0.250000;8819000;56;0
8;-7;0.250000;8648000;46;0
7;-8;0.400000;4479000;17;0
3;-4;0.340000;4233000;38;0
3;-7;0.430000;4644000;60;1
6;-5;0.490000;7181000;67;1
8;-8;0.300000;4309000;72;0
3;-1;0.430000;4037000;66;0
5;-5;0.370000;8785000;87;0
3;-7;0.320000;6920000;34;0
7;-7;0.210000;5019000;54;0
7;-6;0.350000;7471000;59;0
7;-2;0.280000;7201000;40;0
7;-3;0.440000;5587000;52;0
7;-7;0.280000;4102000;87;0
7;-3;0.280000;6229000;25;0
5;-7;0.220000;5987000;46;0
5;-6;0.440000;6892000;25;0
6;-4;0.310000;8288000;74;0
8;-4;0.210000;8497000;72;0
6;-3;0.290000;6775000;35;0
7;-2;0.490000;4468000;19;0
8;-4;0.400000;8084000;22;0
6;-7;0.380000;6972000;45;0
4;-6;0.470000;7769000;49;0
5;-5;0.380000;6393000;52;0
8;-8;0.430000;5545000;14;0
8;-7;0.280000;6431000;79;0
7;-6;0.370000;4695000;82;0
3;-2;0.300000;4444000;63;0
7;-5;0.310000;4580000;11;0
5;-5;0.240000;4306000;71;0
8;-7;0.200000;4973000;19;0
5;-1;0.310000;8800000;87;0
3;-1;0.450000;5278000;77;0
4;-4;0.290000;8995000;43;0
5;-4;0.300000;8240000;40;0
7;-2;0.260000;6397000;67;0
4;-2;0.260000;8521000;45;0
8;-3;0.390000;8631000;21;0
4;-2;0.470000;6916000;64;0
6;-8;0.350000;6394000;26;0
4;-2;0.260000;4841000;59;0
4;-3;0.310000;8786000;89;0
6;-7;0.440000;6403000;25;0
6;-4;0.220000;7608000;64;0
3;-3;0.420000;7809000;48;0
4;-8;0.290000;4967000;61;0
7;-7;0.440000;5632000;22;0
8;-7;0.380000;7887000;43;1
6;-6;0.310000;5106000;63;0
3;-3;0.380000;7073000;78;0
4;-8;0.380000;4392000;27;0
8;-5;0.400000;4727000;81;0
4;-3;0.450000;8682000;32;0
6;-3;0.280000;6508000;72;0
6;-4;0.270000;6290000;21;0
4;-4;0.430000;4475000;61;0
6;-2;0.430000;6369000;68;0
5;-6;0.420000;5083000;80;0
8;-6;0.450000;4185000;81;1
8;-4;0.410000;4859000;69;1
4;-8;0.480000;6850000;44;0
4;-3;0.200000;5477000;74;0
7;-4;0.420000;4105000;65;0
3;-4;0.350000;8829000;86;0
7;-3;0.220000;5795000;48;0
4;-5;0.220000;5219000;55;0
3;-2;0.490000;5488000;87;0
5;-3;0.340000;5379000;16;0
6;-5;0.300000;6038000;84;0
5;-2;0.230000;5171000;71;0
8;-2;0.460000;5339000;87;0
3;-8;0.480000;5844000;71;1
6;-5;0.220000;4216000;42;0
7;-3;0.460000;8558000;68;0
4;-8;0.480000;4276000;63;0
8;-7;0.420000;4014000;84;1
7;-6;0.270000;7780000;11;0
4;-7;0.490000;6000000;59;0
8;-5;0.210000;7146000;10;0
8;-3;0.250000;8160000;18;0
8;-8;0.250000;7601000;66;1
4;-1;0.320000;4979000;63;0
8;-8;0.330000;6311000;77;1
5;-6;0.480000;8894000;84;1
5;-7;0.350000;8550000;17;0
6;-5;0.420000;8227000;83;0
8;-2;0.220000;5144000;37;0
7;-5;0.310000;8408000;40;0
7;-5;0.240000;5661000;61;0
5;-3;0.490000;7514000;87;0
5;-4;0.440000;5083000;81;0
4;-4;0.450000;7201000;20;0
3;-2;0.230000;8191000;87;0
5;-2;0.340000;4326000;64;0
3;-8;0.330000;8217000;87;1
7;-1;0.240000;4126000;79;0
3;-5;0.350000;5637000;78;0
3;-7;0.260000;6745000;81;0
4;-6;0.220000;4123000;64;0
4;-4;0.430000;7737000;15;0
4;-4;0.330000;7943000;52;0
6;-8;0.460000;5584000;69;0
6;-8;0.310000;6624000;64;0
5;-7;0.270000;6905000;69;0
5;-3;0.440000;8284000;65;0
3;-2;0.320000;7778000;67;0
3;-6;0.210000;8362000;86;0
6;-1;0.340000;5404000;29;0
6;-3;0.340000;7717000;18;0
8;-8;0.320000;8913000;70;0
7;-3;0.410000;6792000;11;0
8;-6;0.340000;4010000;32;0
3;-2;0.320000;5419000;15;0
5;-5;0.220000;8126000;52;0
6;-3;0.480000;5899000;44;1
3;-4;0.310000;5644000;12;0
5;-5;0.440000;7090000;81;0
8;-8;0.380000;4315000;22;0
8;-6;0.420000;8285000;53;1
3;-5;0.340000;6901000;17;0
7;-1;0.360000;7234000;70;0
6;-5;0.300000;6975000;51;0
4;-6;0.230000;6521000;21;0
4;-8;0.300000;8305000;25;0
5;-6;0.350000;7265000;56;0
7;-4;0.240000;4760000;42;0
4;-3;0.480000;6621000;28;0
7;-6;0.240000;6659000;89;0
6;-8;0.480000;8499000;35;0
5;-8;0.270000;8918000;69;0
7;-8;0.440000;5700000;87;1
8;-3;0.320000;4813000;28;0
6;-8;0.320000;7633000;66;0
5;-2;0.480000;5211000;34;0
4;-4;0.440000;8378000;61;0
3;-8;0.460000;8306000;12;0
7;-1;0.350000;8884000;31;0
3;-6;0.460000;7723000;59;0
4;-3;0.360000;8332000;39;0
4;-1;0.200000;4562000;45;0
8;-2;0.230000;5290000;80;0
3;-6;0.450000;8724000;60;0
3;-3;0.380000;8279000;30;0
8;-1;0.280000;8684000;38;0
7;-8;0.360000;4446000;42;1
7;-5;0.340000;5635000;13;0
8;-1;0.340000;4841000;49;0
5;-7;0.370000;4192000;47;1
7;-6;0.390000;4733000;72;1
6;-6;0.330000;4118000;31;0
6;-5;0.480000;7255000;31;0
7;-2;0.240000;7495000;23;0
5;-6;0.360000;6541000;22;0
8;-5;0.210000;5304000;69;0
5;-5;0.380000;8772000;82;0
5;-8;0.430000;5422000;84;0
6;-3;0.380000;8598000;72;0
4;-2;0.480000;6111000;31;0
8;-5;0.470000;8194000;89;1
8;-6;0.460000;4400000;61;1
5;-8;0.450000;4174000;89;1
4;-1;0.370000;5505000;64;0
3;-7;0.280000;5845000;63;0
4;-1;0.230000;7518000;52;0
3;-7;0.340000;6337000;39;0
3;-3;0.220000;4410000;58;0
8;-4;0.200000;8068000;30;0
7;-8;0.490000;6405000;47;0
4;-1;0.290000;8305000;81;0
3;-2;0.430000;5949000;17;0
8;-5;0.290000;5404000;18;0
7;-2;0.490000;5413000;32;0
4;-4;0.240000;6884000;76;0
6;-3;0.430000;7070000;60;0
7;-7;0.260000;4889000;60;0
8;-2;0.410000;5583000;21;0
5;-6;0.370000;8534000;77;0
7;-1;0.220000;4778000;43;0
8;-2;0.480000;7524000;75;1
4;-3;0.400000;8484000;68;0
3;-5;0.290000;6384000;77;0
3;-2;0.440000;8951000;84;0
6;-4;0.340000;8569000;48;0
4;-2;0.340000;7962000;15;0
7;-6;0.300000;4774000;85;0
3;-5;0.240000;7002000;66;0
8;-1;0.460000;7933000;86;0
7;-4;0.480000;8468000;30;0
8;-3;0.360000;7978000;33;0
6;-2;0.440000;8718000;35;0
7;-6;0.270000;8682000;14;0
7;-2;0.200000;8418000;35;0
5;-7;0.380000;4996000;82;0
6;-7;0.450000;4494000;57;1
6;-5;0.490000;8417000;47;1
7;-7;0.320000;6074000;37;0
7;-6;0.250000;5790000;57;0
8;-8;0.320000;5092000;61;0
3;-7;0.410000;5875000;25;0
4;-6;0.470000;5537000;11;0
4;-6;0.430000;8505000;27;0
8;-3;0.300000;7781000;18;0
6;-5;0.200000;7802000;44;0
7;-4;0.390000;5484000;68;0
5;-8;0.290000;5699000;66;0
6;-6;0.290000;8005000;55;0
3;-2;0.460000;7292000;73;0
8;-2;0.350000;5361000;51;0
8;-4;0.250000;5775000;60;0
8;-2;0.250000;8066000;49;0
4;-2;0.230000;4450000;31;0
6;-5;0.490000;4540000;13;0
8;-4;0.420000;8059000;87;1
7;-2;0.260000;5732000;37;0
6;-3;0.230000;6903000;88;0
3;-8;0.340000;8617000;18;0
7;-8;0.240000;6730000;78;0
8;-3;0.370000;8762000;21;0
7;-2;0.460000;7071000;64;0
4;-3;0.480000;7776000;59;0
6;-5;0.310000;7917000;49;0
5;-6;0.310000;4442000;34;0
3;-5;0.270000;7589000;21;0
6;-6;0.250000;8789000;72;0
3;-8;0.230000;6494000;69;0
5;-3;0.430000;8418000;89;0
7;-3;0.470000;7545000;11;0
5;-6;0.350000;4540000;13;0
4;-8;0.410000;4215000;79;0
8;-5;0.330000;4750000;10;0
4;-4;0.420000;5527000;13;0
4;-4;0.270000;4108000;49;0
4;-1;0.400000;6727000;25;0
3;-7;0.240000;7938000;70;0
3;-6;0.330000;6256000;74;0
6;-3;0.230000;6865000;54;0
3;-2;0.440000;7374000;11;0
4;-6;0.380000;6732000;10;0
6;-3;0.310000;6263000;60;0
3;-4;0.280000;6758000;37;0
4;-3;0.330000;5523000;57;0
7;-8;0.260000;5072000;27;0
4;-2;0.360000;8864000;14;0
3;-3;0.350000;4264000;21;0
5;-8;0.260000;5180000;54;0
3;-2;0.420000;6047000;65;0
6;-6;0.280000;8203000;38;0
6;-6;0.400000;8979000;34;0
6;-3;0.270000;8242000;24;0
5;-8;0.430000;6619000;76;0
5;-5;0.230000;5992000;69;0
8;-3;0.280000;7487000;20;0
8;-1;0.270000;7250000;49;0
4;-4;0.360000;5151000;70;1
3;-3;0.240000;7159000;73;0
6;-6;0.370000;4580000;37;0
5;-5;0.310000;5241000;10;0
4;-7;0.260000;8401000;77;0
3;-6;0.350000;6713000;41;0
8;-6;0.360000;5961000;78;1
5;-2;0.360000;5542000;55;0
5;-8;0.200000;6769000;21;0
6;-6;0.420000;7494000;30;0
3;-5;0.280000;8378000;15;0
5;-4;0.430000;6527000;15;0
7;-5;0.300000;5422000;64;0
3;-4;0.390000;7905000;63;0
6;-3;0.300000;4026000;27;0
4;-8;0.420000;7887000;55;0
4;-7;0.330000;6492000;18;0
7;-6;0.310000;7889000;81;0
7;-4;0.480000;6939000;47;0
4;-8;0.340000;5123000;61;1
4;-2;0.310000;6704000;15;0
6;-1;0.470000;7361000;55;0
7;-1;0.250000;8153000;72;0
3;-7;0.280000;7932000;13;0
5;-8;0.460000;7191000;30;0
7;-8;0.260000;8691000;42;0
6;-3;0.440000;7795000;49;0
6;-8;0.440000;5103000;38;0
6;-3;0.330000;5501000;46;1
3;-8;0.200000;4780000;77;0
4;-4;0.380000;6174000;33;0
5;-7;0.210000;6536000;74;0
6;-6;0.280000;5410000;55;0
6;-2;0.300000;5735000;68;0
6;-5;0.340000;4045000;25;0
6;-3;0.330000;4890000;55;1
4;-6;0.310000;6271000;38;0
8;-6;0.480000;5151000;74;0
8;-5;0.200000;8192000;32;0
5;-3;0.210000;8013000;61;0
6;-7;0.210000;4722000;57;0
6;-3;0.430000;7750000;54;0
6;-5;0.380000;8016000;19;0
3;-5;0.490000;4534000;58;1
7;-2;0.300000;6423000;52;0
5;-5;0.240000;8688000;73;0
5;-2;0.360000;8408000;27;0
8;-3;0.280000;4734000;81;0
4;-2;0.370000;8017000;85;0
3;-8;0.220000;4273000;11;0
8;-7;0.260000;8032000;31;0
8;-7;0.330000;7102000;24;0
5;-6;0.400000;6811000;11;0
3;-1;0.380000;5295000;11;0
5;-3;0.380000;7613000;40;0
3;-8;0.470000;7806000;10;0
5;-4;0.360000;8384000;70;0
8;-4;0.320000;5572000;82;0
8;-7;0.410000;8866000;85;1
4;-6;0.450000;7606000;25;0
3;-4;0.390000;7154000;35;0
4;-6;0.240000;5938000;82;0
7;-4;0.240000;5707000;70;0
7;-3;0.480000;5053000;16;0
7;-5;0.370000;7562000;43;0
3;-8;0.200000;7888000;82;0
6;-7;0.290000;8687000;86;0
6;-3;0.480000;6388000;30;0
8;-3;0.210000;7331000;50;0
5;-4;0.420000;7658000;36;0
6;-6;0.200000;6126000;23;0
3;-1;0.400000;6332000;48;0
8;-6;0.430000;4592000;84;1
3;-3;0.250000;7196000;32;0
3;-3;0.230000;8193000;73;0
8;-1;0.370000;5257000;56;0
3;-5;0.370000;7351000;34;0
7;-4;0.480000;8085000;69;0
6;-4;0.200000;8205000;84;0
5;-5;0.400000;5703000;17;0
7;-5;0.470000;8095000;14;0
5;-5;0.400000;7821000;75;0
3;-6;0.450000;6419000;85;0
3;-7;0.320000;6063000;57;0
5;-5;0.380000;7848000;61;0
5;-4;0.340000;8522000;89;0
7;-6;0.290000;6648000;36;0
6;-3;0.480000;8063000;32;0
6;-3;0.220000;6449000;43;0
8;-8;0.370000;4382000;72;1
8;-2;0.480000;8601000;42;0
5;-5;0.460000;4988000;64;0
3;-5;0.420000;7155000;36;0
3;-1;0.310000;5253000;16;0
8;-4;0.400000;6066000;19;0
3;-4;0.470000;8021000;34;0
